date,state,positiveIncrease,totalTestResultsIncrease,dailyPositiveRate,population,percentOver18,percentUrban,statewideMaskMandate
2020-10-25,GA,1318,18922,0.0696543705739351,10617423,76.4,75.1,0
2020-10-26,GA,958,16356,0.058571777940816826,10617423,76.4,75.1,0
2020-10-27,GA,1491,13503,0.1104199066874028,10617423,76.4,75.1,0
2020-10-28,GA,1653,20516,0.08057126145447456,10617423,76.4,75.1,0
2020-10-29,GA,1823,20755,0.08783425680558901,10617423,76.4,75.1,0
2020-10-30,GA,1377,19663,0.07003000559426334,10617423,76.4,75.1,0
2020-10-31,GA,2565,26857,0.0955058271586551,10617423,76.4,75.1,0
2020-11-01,GA,1192,21429,0.05562555415558355,10617423,76.4,75.1,0
2020-06-01,HI,1,725,0.0013793103448275859,1415872,78.8,91.9,1
2020-06-02,HI,0,524,0.0,1415872,78.8,91.9,1
2020-06-03,HI,1,817,0.001223990208078335,1415872,78.8,91.9,1
2020-06-04,HI,0,1301,0.0,1415872,78.8,91.9,1
2020-06-05,HI,2,1790,0.0011173184357541898,1415872,78.8,91.9,1
2020-06-06,HI,9,1137,0.0079155672823219,1415872,78.8,91.9,1
2020-06-07,HI,9,1031,0.008729388942774006,1415872,78.8,91.9,1
2020-06-08,HI,2,945,0.0021164021164021165,1415872,78.8,91.9,1
2020-06-09,HI,1,611,0.0016366612111292965,1415872,78.8,91.9,1
2020-06-10,HI,6,895,0.0067039106145251395,1415872,78.8,91.9,1
2020-06-11,HI,3,1508,0.001989389920424403,1415872,78.8,91.9,1
2020-06-12,HI,7,1464,0.004781420765027322,1415872,78.8,91.9,1
2020-06-13,HI,14,949,0.014752370916754482,1415872,78.8,91.9,1
2020-06-14,HI,17,1205,0.014107883817427388,1415872,78.8,91.9,1
2020-06-15,HI,5,1202,0.0041597337770382685,1415872,78.8,91.9,1
2020-06-16,HI,8,671,0.011922503725782414,1415872,78.8,91.9,1
2020-06-17,HI,4,1198,0.00333889816360601,1415872,78.8,91.9,1
2020-06-18,HI,4,1452,0.0027548209366391185,1415872,78.8,91.9,1
2020-06-19,HI,18,1890,0.009523809523809523,1415872,78.8,91.9,1
2020-06-20,HI,27,1361,0.019838354151359296,1415872,78.8,91.9,1
2020-06-21,HI,14,1282,0.0109204368174727,1415872,78.8,91.9,1
2020-06-22,HI,11,1436,0.007660167130919221,1415872,78.8,91.9,1
2020-06-23,HI,2,707,0.002828854314002829,1415872,78.8,91.9,1
2020-06-24,HI,3,1275,0.002352941176470588,1415872,78.8,91.9,1
2020-06-25,HI,16,2046,0.007820136852394917,1415872,78.8,91.9,1
2020-06-26,HI,15,1569,0.009560229445506692,1415872,78.8,91.9,1
2020-06-27,HI,16,1630,0.0098159509202454,1415872,78.8,91.9,1
2020-06-28,HI,6,1457,0.004118050789293068,1415872,78.8,91.9,1
2020-06-29,HI,27,1901,0.014203051025775909,1415872,78.8,91.9,1
2020-06-30,HI,1,880,0.0011363636363636365,1415872,78.8,91.9,1
2020-07-01,HI,17,1454,0.01169188445667125,1415872,78.8,91.9,1
2020-07-02,HI,9,2001,0.004497751124437782,1415872,78.8,91.9,1
2020-07-03,HI,20,1698,0.011778563015312129,1415872,78.8,91.9,1
2020-07-04,HI,29,1963,0.01477330616403464,1415872,78.8,91.9,1
2020-07-05,HI,24,1424,0.016853932584269662,1415872,78.8,91.9,1
2020-07-06,HI,24,1135,0.02114537444933921,1415872,78.8,91.9,1
2020-07-07,HI,7,666,0.010510510510510513,1415872,78.8,91.9,1
2020-07-08,HI,41,1539,0.02664067576348278,1415872,78.8,91.9,1
2020-07-09,HI,23,2068,0.01112185686653772,1415872,78.8,91.9,1
2020-07-10,HI,36,2245,0.016035634743875274,1415872,78.8,91.9,1
2020-07-11,HI,28,1975,0.014177215189873416,1415872,78.8,91.9,1
2020-07-12,HI,42,1999,0.021010505252626314,1415872,78.8,91.9,1
2020-07-13,HI,20,1896,0.010548523206751054,1415872,78.8,91.9,1
2020-07-14,HI,23,1200,0.019166666666666655,1415872,78.8,91.9,1
2020-07-15,HI,21,1724,0.012180974477958236,1415872,78.8,91.9,1
2020-07-16,HI,28,2805,0.009982174688057042,1415872,78.8,91.9,1
2020-07-17,HI,19,2417,0.007860984691766652,1415872,78.8,91.9,1
2020-07-18,HI,23,2420,0.009504132231404958,1415872,78.8,91.9,1
2020-07-19,HI,20,2368,0.008445945945945945,1415872,78.8,91.9,1
2020-07-20,HI,27,1983,0.01361573373676248,1415872,78.8,91.9,1
2020-07-21,HI,12,1240,0.00967741935483871,1415872,78.8,91.9,1
2020-07-22,HI,25,1668,0.014988009592326141,1415872,78.8,91.9,1
2020-07-23,HI,17,2614,0.006503442999234889,1415872,78.8,91.9,1
2020-07-24,HI,55,2412,0.022802653399668325,1415872,78.8,91.9,1
2020-07-25,HI,59,1951,0.03024090210148642,1415872,78.8,91.9,1
2020-07-26,HI,71,2247,0.03159768580329328,1415872,78.8,91.9,1
2020-07-27,HI,63,2541,0.02479338842975207,1415872,78.8,91.9,1
2020-07-28,HI,28,1234,0.0226904376012966,1415872,78.8,91.9,1
2020-07-29,HI,46,1031,0.0446168768186227,1415872,78.8,91.9,1
2020-07-30,HI,108,2740,0.03941605839416058,1415872,78.8,91.9,1
2020-07-31,HI,124,2500,0.0496,1415872,78.8,91.9,1
2020-08-01,HI,122,2690,0.04535315985130112,1415872,78.8,91.9,1
2020-08-02,HI,86,2428,0.035420098846787484,1415872,78.8,91.9,1
2020-08-03,HI,45,2790,0.016129032258064516,1415872,78.8,91.9,1
2020-08-04,HI,206,1789,0.11514812744550028,1415872,78.8,91.9,1
2020-08-05,HI,143,2307,0.061985262245340275,1415872,78.8,91.9,1
2020-08-06,HI,172,3327,0.051698226630598136,1415872,78.8,91.9,1
2020-08-07,HI,151,3403,0.0443726124008228,1415872,78.8,91.9,1
2020-08-08,HI,201,2975,0.06756302521008402,1415872,78.8,91.9,1
2020-08-09,HI,231,3129,0.0738255033557047,1415872,78.8,91.9,1
2020-08-10,HI,152,2746,0.05535324107793154,1415872,78.8,91.9,1
2020-08-11,HI,140,2442,0.057330057330057325,1415872,78.8,91.9,1
2020-08-12,HI,320,2412,0.13266998341625208,1415872,78.8,91.9,1
2020-08-13,HI,354,3648,0.09703947368421052,1415872,78.8,91.9,1
2020-08-14,HI,0,4649,0.0,1415872,78.8,91.9,1
2020-08-15,HI,231,3675,0.06285714285714286,1415872,78.8,91.9,1
2020-08-16,HI,282,4379,0.06439826444393698,1415872,78.8,91.9,1
2020-08-17,HI,217,3840,0.056510416666666674,1415872,78.8,91.9,1
2020-08-18,HI,173,3246,0.05329636475662354,1415872,78.8,91.9,1
2020-08-19,HI,394,2719,0.1449062155204119,1415872,78.8,91.9,1
2020-08-20,HI,235,3741,0.0628174284950548,1415872,78.8,91.9,1
2020-08-21,HI,0,3520,0.0,1415872,78.8,91.9,1
2020-08-22,HI,228,3806,0.05990541250656858,1415872,78.8,91.9,1
2020-08-23,HI,284,4390,0.06469248291571754,1415872,78.8,91.9,1
2020-08-24,HI,244,3841,0.06352512366571206,1415872,78.8,91.9,1
2020-08-25,HI,384,3087,0.12439261418853255,1415872,78.8,91.9,1
2020-08-26,HI,0,3364,0.0,1415872,78.8,91.9,1
2020-08-27,HI,276,4064,0.06791338582677166,1415872,78.8,91.9,1
2020-08-28,HI,306,3682,0.08310700706137969,1415872,78.8,91.9,1
2020-08-29,HI,264,4582,0.05761676123963335,1415872,78.8,91.9,1
2020-08-30,HI,309,5310,0.05819209039548023,1415872,78.8,91.9,1
2020-08-31,HI,200,4322,0.04627487274409997,1415872,78.8,91.9,1
2020-09-01,HI,133,2002,0.06643356643356642,1415872,78.8,91.9,1
2020-09-02,HI,181,5368,0.03371833084947839,1415872,78.8,91.9,1
2020-09-03,HI,338,7309,0.046244356273087976,1415872,78.8,91.9,1
2020-09-04,HI,211,8482,0.024876208441405333,1415872,78.8,91.9,1
2020-09-05,HI,271,9986,0.02713799319046665,1415872,78.8,91.9,1
2020-09-06,HI,220,10725,0.02051282051282052,1415872,78.8,91.9,1
2020-09-07,HI,162,6899,0.02348166400927671,1415872,78.8,91.9,1
2020-09-08,HI,104,3159,0.03292181069958848,1415872,78.8,91.9,1
2020-09-09,HI,197,1244,0.15836012861736334,1415872,78.8,91.9,1
2020-09-10,HI,98,2710,0.03616236162361624,1415872,78.8,91.9,1
2020-09-11,HI,169,9914,0.017046600766592698,1415872,78.8,91.9,1
2020-09-12,HI,170,5724,0.0296995108315863,1415872,78.8,91.9,1
2020-09-13,HI,129,7349,0.017553408627024085,1415872,78.8,91.9,1
2020-09-14,HI,112,6406,0.017483609116453323,1415872,78.8,91.9,1
2020-09-15,HI,79,3545,0.02228490832157969,1415872,78.8,91.9,1
2020-09-16,HI,65,2853,0.02278303540133193,1415872,78.8,91.9,1
2020-09-17,HI,102,6453,0.01580660158066016,1415872,78.8,91.9,1
2020-09-18,HI,159,4600,0.034565217391304345,1415872,78.8,91.9,1
2020-09-19,HI,137,6975,0.0196415770609319,1415872,78.8,91.9,1
2020-09-20,HI,109,9252,0.011781236489407695,1415872,78.8,91.9,1
2020-09-21,HI,77,3654,0.0210727969348659,1415872,78.8,91.9,1
2020-09-22,HI,56,1865,0.030026809651474525,1415872,78.8,91.9,1
2020-09-23,HI,63,3079,0.020461188697629102,1415872,78.8,91.9,1
2020-09-24,HI,167,5108,0.0326938136256852,1415872,78.8,91.9,1
2020-09-25,HI,90,3361,0.026777744718833683,1415872,78.8,91.9,1
2020-09-26,HI,132,3275,0.04030534351145038,1415872,78.8,91.9,1
2020-09-27,HI,127,4255,0.02984723854289072,1415872,78.8,91.9,1
2020-09-28,HI,98,4280,0.022897196261682243,1415872,78.8,91.9,1
2020-09-29,HI,87,2429,0.03581720872787155,1415872,78.8,91.9,1
2020-09-30,HI,87,3424,0.025408878504672897,1415872,78.8,91.9,1
2020-10-01,HI,120,4583,0.026183722452542003,1415872,78.8,91.9,1
2020-10-02,HI,105,3229,0.032517807370703006,1415872,78.8,91.9,1
2020-10-03,HI,94,3665,0.025648021828103683,1415872,78.8,91.9,1
2020-10-04,HI,133,4982,0.02669610598153352,1415872,78.8,91.9,1
2020-10-05,HI,70,3561,0.01965739960685201,1415872,78.8,91.9,1
2020-10-06,HI,50,1750,0.028571428571428567,1415872,78.8,91.9,1
2020-10-07,HI,83,3344,0.024820574162679427,1415872,78.8,91.9,1
2020-10-08,HI,108,3591,0.030075187969924814,1415872,78.8,91.9,1
2020-10-09,HI,101,3903,0.0258775301050474,1415872,78.8,91.9,1
2020-10-10,HI,165,3818,0.04321634363541122,1415872,78.8,91.9,1
2020-10-11,HI,71,6903,0.0102853831667391,1415872,78.8,91.9,1
2020-10-13,HI,42,1405,0.0298932384341637,1415872,78.8,91.9,1
2020-10-14,HI,61,2354,0.025913338997451147,1415872,78.8,91.9,1
2020-10-15,HI,99,4069,0.02433030228557385,1415872,78.8,91.9,1
2020-10-16,HI,90,3489,0.025795356835769563,1415872,78.8,91.9,1
2020-10-17,HI,85,3654,0.023262178434592228,1415872,78.8,91.9,1
2020-10-18,HI,96,3897,0.024634334103156283,1415872,78.8,91.9,1
2020-10-19,HI,82,3735,0.021954484605087008,1415872,78.8,91.9,1
2020-10-20,HI,37,1985,0.018639798488664986,1415872,78.8,91.9,1
2020-10-21,HI,88,3681,0.023906547133931002,1415872,78.8,91.9,1
2020-10-22,HI,77,4329,0.017787017787017786,1415872,78.8,91.9,1
2020-10-23,HI,102,4139,0.02464363372795361,1415872,78.8,91.9,1
2020-10-24,HI,140,4843,0.028907701837703907,1415872,78.8,91.9,1
2020-10-25,HI,89,4163,0.021378813355753062,1415872,78.8,91.9,1
2020-10-26,HI,119,4799,0.02479683267347364,1415872,78.8,91.9,1
2020-10-27,HI,37,3235,0.01143740340030912,1415872,78.8,91.9,1
2020-10-28,HI,64,4122,0.015526443474041729,1415872,78.8,91.9,1
2020-10-29,HI,61,4393,0.013885727293421352,1415872,78.8,91.9,1
2020-10-30,HI,77,4854,0.015863205603625877,1415872,78.8,91.9,1
2020-10-31,HI,100,4171,0.02397506593143131,1415872,78.8,91.9,1
2020-11-01,HI,68,4234,0.01606046291922532,1415872,78.8,91.9,1
2020-06-01,IA,145,2785,0.05206463195691203,3155070,77.0,64.0,0
2020-06-02,IA,319,4609,0.06921241050119331,3155070,77.0,64.0,0
2020-06-03,IA,39,755,0.05165562913907285,3155070,77.0,64.0,0
2020-06-04,IA,750,10490,0.07149666348903717,3155070,77.0,64.0,0
2020-06-05,IA,347,5728,0.060579608938547476,3155070,77.0,64.0,0
2020-06-06,IA,326,4051,0.08047395704764257,3155070,77.0,64.0,0
2020-06-07,IA,189,3478,0.054341575618171364,3155070,77.0,64.0,0
2020-06-08,IA,320,5430,0.058931860036832415,3155070,77.0,64.0,0
2020-06-09,IA,249,4101,0.06071689831748354,3155070,77.0,64.0,0
2020-06-10,IA,315,5106,0.06169212690951821,3155070,77.0,64.0,0
2020-06-11,IA,387,5710,0.06777583187390543,3155070,77.0,64.0,0
2020-06-12,IA,399,6005,0.06644462947543714,3155070,77.0,64.0,0
2020-06-13,IA,380,5064,0.0750394944707741,3155070,77.0,64.0,0
2020-06-14,IA,209,5026,0.04158376442499005,3155070,77.0,64.0,0
2020-06-15,IA,127,2754,0.04611474219317357,3155070,77.0,64.0,0
2020-06-16,IA,126,3250,0.03876923076923077,3155070,77.0,64.0,0
2020-06-17,IA,282,4493,0.06276430002225684,3155070,77.0,64.0,0
2020-06-18,IA,393,5800,0.06775862068965517,3155070,77.0,64.0,0
2020-06-19,IA,421,5718,0.07362714235746765,3155070,77.0,64.0,0
2020-06-20,IA,221,3558,0.062113546936481176,3155070,77.0,64.0,0
2020-06-21,IA,467,6945,0.06724262059035277,3155070,77.0,64.0,0
2020-06-22,IA,88,1480,0.05945945945945946,3155070,77.0,64.0,0
2020-06-23,IA,322,6071,0.053039038049744684,3155070,77.0,64.0,0
2020-06-24,IA,332,5256,0.06316590563165905,3155070,77.0,64.0,0
2020-06-25,IA,492,7095,0.0693446088794926,3155070,77.0,64.0,0
2020-06-26,IA,489,6589,0.07421460009106086,3155070,77.0,64.0,0
2020-06-27,IA,326,6109,0.053363889343591424,3155070,77.0,64.0,0
2020-06-28,IA,477,6163,0.07739737141002759,3155070,77.0,64.0,0
2020-06-29,IA,293,4930,0.05943204868154156,3155070,77.0,64.0,0
2020-06-30,IA,225,3343,0.06730481603350284,3155070,77.0,64.0,0
2020-07-01,IA,444,5602,0.07925740806854695,3155070,77.0,64.0,0
2020-07-02,IA,758,7748,0.09783169850283943,3155070,77.0,64.0,0
2020-07-03,IA,220,3923,0.056079530971195515,3155070,77.0,64.0,0
2020-07-04,IA,612,7550,0.08105960264900662,3155070,77.0,64.0,0
2020-07-05,IA,312,3461,0.0901473562554175,3155070,77.0,64.0,0
2020-07-06,IA,304,2990,0.1016722408026756,3155070,77.0,64.0,0
2020-07-07,IA,372,3836,0.09697601668404587,3155070,77.0,64.0,0
2020-07-08,IA,480,7053,0.06805614632071459,3155070,77.0,64.0,0
2020-07-09,IA,731,8308,0.08798748194511315,3155070,77.0,64.0,0
2020-07-10,IA,744,7589,0.09803663196732113,3155070,77.0,64.0,0
2020-07-11,IA,663,6113,0.10845738589890397,3155070,77.0,64.0,0
2020-07-12,IA,424,6052,0.07005948446794448,3155070,77.0,64.0,0
2020-07-13,IA,458,2303,0.19887103777681286,3155070,77.0,64.0,0
2020-07-14,IA,320,3692,0.0866738894907909,3155070,77.0,64.0,0
2020-07-15,IA,442,6904,0.06402085747392816,3155070,77.0,64.0,0
2020-07-16,IA,841,9139,0.09202319728635518,3155070,77.0,64.0,0
2020-07-17,IA,590,6002,0.09830056647784073,3155070,77.0,64.0,0
2020-07-18,IA,185,1276,0.14498432601880878,3155070,77.0,64.0,0
2020-07-19,IA,816,11762,0.06937595646998809,3155070,77.0,64.0,0
2020-07-20,IA,443,3053,0.1451031772027514,3155070,77.0,64.0,0
2020-07-21,IA,308,3889,0.07919773720750836,3155070,77.0,64.0,0
2020-07-22,IA,319,4003,0.07969023232575569,3155070,77.0,64.0,0
2020-07-23,IA,841,9850,0.08538071065989848,3155070,77.0,64.0,0
2020-07-24,IA,637,5587,0.11401467692858422,3155070,77.0,64.0,0
2020-07-25,IA,400,4390,0.09111617312072894,3155070,77.0,64.0,0
2020-07-26,IA,529,4336,0.12200184501845016,3155070,77.0,64.0,0
2020-07-27,IA,354,4246,0.08337258596325954,3155070,77.0,64.0,0
2020-07-28,IA,223,2590,0.0861003861003861,3155070,77.0,64.0,0
2020-07-29,IA,500,5277,0.09475080538184574,3155070,77.0,64.0,0
2020-07-30,IA,761,6386,0.11916692765424365,3155070,77.0,64.0,0
2020-07-31,IA,544,5314,0.10237109522017313,3155070,77.0,64.0,0
2020-08-01,IA,394,4558,0.08644142167617376,3155070,77.0,64.0,0
2020-08-02,IA,516,5148,0.10023310023310024,3155070,77.0,64.0,0
2020-08-03,IA,349,2357,0.14806957997454392,3155070,77.0,64.0,0
2020-08-04,IA,201,3896,0.051591375770020535,3155070,77.0,64.0,0
2020-08-05,IA,617,6057,0.1018656100379726,3155070,77.0,64.0,0
2020-08-06,IA,702,6692,0.10490137477585176,3155070,77.0,64.0,0
2020-08-07,IA,504,5580,0.09032258064516127,3155070,77.0,64.0,0
2020-08-08,IA,418,4847,0.08623891066639157,3155070,77.0,64.0,0
2020-08-09,IA,506,5263,0.0961428842865286,3155070,77.0,64.0,0
2020-08-10,IA,282,2577,0.10942956926658906,3155070,77.0,64.0,0
2020-08-11,IA,258,2533,0.10185550730359258,3155070,77.0,64.0,0
2020-08-12,IA,477,4228,0.11281929990539262,3155070,77.0,64.0,0
2020-08-13,IA,530,6665,0.0795198799699925,3155070,77.0,64.0,0
2020-08-14,IA,596,5424,0.109882005899705,3155070,77.0,64.0,0
2020-08-15,IA,861,5837,0.14750728113757067,3155070,77.0,64.0,0
2020-08-16,IA,635,5119,0.12404766555967962,3155070,77.0,64.0,0
2020-08-17,IA,294,2791,0.1053385883195987,3155070,77.0,64.0,0
2020-08-18,IA,229,3114,0.073538856775851,3155070,77.0,64.0,0
2020-08-19,IA,337,5224,0.06450995405819296,3155070,77.0,64.0,0
2020-08-20,IA,727,5869,0.12387118759584255,3155070,77.0,64.0,0
2020-08-21,IA,991,4948,0.20028294260307195,3155070,77.0,64.0,0
2020-08-22,IA,729,5216,0.13976226993865032,3155070,77.0,64.0,0
2020-08-23,IA,540,3621,0.1491300745650373,3155070,77.0,64.0,0
2020-08-24,IA,358,2122,0.16870876531573986,3155070,77.0,64.0,0
2020-08-25,IA,661,3645,0.1813443072702332,3155070,77.0,64.0,0
2020-08-26,IA,941,6065,0.1551525144270404,3155070,77.0,64.0,0
2020-08-27,IA,1551,7835,0.19795788130185066,3155070,77.0,64.0,0
2020-08-28,IA,1185,5516,0.21482958665699786,3155070,77.0,64.0,0
2020-08-29,IA,778,5420,0.14354243542435424,3155070,77.0,64.0,0
2020-08-30,IA,971,4516,0.2150132860938884,3155070,77.0,64.0,0
2020-08-31,IA,608,3777,0.160974318241991,3155070,77.0,64.0,0
2020-09-01,IA,591,2675,0.22093457943925235,3155070,77.0,64.0,0
2020-09-02,IA,726,6107,0.11887997380055673,3155070,77.0,64.0,0
2020-09-03,IA,878,5104,0.1720219435736677,3155070,77.0,64.0,0
2020-09-04,IA,1091,7577,0.14398838590471166,3155070,77.0,64.0,0
2020-09-05,IA,1028,6176,0.16645077720207255,3155070,77.0,64.0,0
2020-09-06,IA,649,4426,0.1466335291459557,3155070,77.0,64.0,0
2020-09-07,IA,393,2909,0.13509797181161912,3155070,77.0,64.0,0
2020-09-08,IA,455,3131,0.14532098371127436,3155070,77.0,64.0,0
2020-09-09,IA,364,2598,0.1401077752117013,3155070,77.0,64.0,0
2020-09-10,IA,902,6294,0.14331108992691452,3155070,77.0,64.0,0
2020-09-11,IA,728,5728,0.1270949720670391,3155070,77.0,64.0,0
2020-09-12,IA,573,5293,0.10825618741734366,3155070,77.0,64.0,0
2020-09-13,IA,784,4555,0.1721185510428101,3155070,77.0,64.0,0
2020-09-14,IA,386,3191,0.12096521466624882,3155070,77.0,64.0,0
2020-09-15,IA,401,2976,0.13474462365591394,3155070,77.0,64.0,0
2020-09-16,IA,803,5499,0.14602655028186942,3155070,77.0,64.0,0
2020-09-17,IA,948,6327,0.14983404457088667,3155070,77.0,64.0,0
2020-09-18,IA,1183,6593,0.17943273168512058,3155070,77.0,64.0,0
2020-09-19,IA,847,5744,0.14745821727019498,3155070,77.0,64.0,0
2020-09-20,IA,621,4504,0.13787744227353466,3155070,77.0,64.0,0
2020-09-21,IA,660,3316,0.1990349819059108,3155070,77.0,64.0,0
2020-09-22,IA,548,3487,0.1571551476914253,3155070,77.0,64.0,0
2020-09-23,IA,1036,6771,0.15300546448087432,3155070,77.0,64.0,0
2020-09-24,IA,1148,6727,0.17065556711758584,3155070,77.0,64.0,0
2020-09-25,IA,974,6401,0.15216372441805967,3155070,77.0,64.0,0
2020-09-26,IA,899,5917,0.1519351022477607,3155070,77.0,64.0,0
2020-09-27,IA,692,3725,0.18577181208053686,3155070,77.0,64.0,0
2020-09-28,IA,366,693,0.5281385281385281,3155070,77.0,64.0,0
2020-09-29,IA,474,3072,0.154296875,3155070,77.0,64.0,0
2020-09-30,IA,1120,6479,0.17286618305294027,3155070,77.0,64.0,0
2020-10-01,IA,1038,6076,0.1708360763660303,3155070,77.0,64.0,0
2020-10-02,IA,925,5049,0.1832045949693009,3155070,77.0,64.0,0
2020-10-03,IA,911,5317,0.17133722023697573,3155070,77.0,64.0,0
2020-10-04,IA,626,4258,0.14701737905119774,3155070,77.0,64.0,0
2020-10-05,IA,364,2447,0.14875357580711074,3155070,77.0,64.0,0
2020-10-06,IA,474,2829,0.16755037115588547,3155070,77.0,64.0,0
2020-10-07,IA,950,5214,0.1822017644802455,3155070,77.0,64.0,0
2020-10-08,IA,1261,6980,0.1806590257879656,3155070,77.0,64.0,0
2020-10-09,IA,1042,5764,0.1807772380291464,3155070,77.0,64.0,0
2020-10-10,IA,1084,5277,0.2054197460678416,3155070,77.0,64.0,0
2020-10-11,IA,1075,5382,0.19973987365291712,3155070,77.0,64.0,0
2020-10-12,IA,463,2680,0.17276119402985074,3155070,77.0,64.0,0
2020-10-13,IA,529,2729,0.1938438988640528,3155070,77.0,64.0,0
2020-10-14,IA,1046,4384,0.2385948905109489,3155070,77.0,64.0,0
2020-10-15,IA,1333,6353,0.20982213127656224,3155070,77.0,64.0,0
2020-10-17,IA,1157,5109,0.2264631043256997,3155070,77.0,64.0,0
2020-10-18,IA,857,4652,0.1842218400687876,3155070,77.0,64.0,0
2020-10-19,IA,557,3037,0.18340467566677648,3155070,77.0,64.0,0
2020-10-20,IA,494,2145,0.2303030303030303,3155070,77.0,64.0,0
2020-10-21,IA,1179,4824,0.2444029850746269,3155070,77.0,64.0,0
2020-10-22,IA,1435,5728,0.2505237430167598,3155070,77.0,64.0,0
2020-10-23,IA,1249,4679,0.2669373797820047,3155070,77.0,64.0,0
2020-10-24,IA,1640,6470,0.2534775888717156,3155070,77.0,64.0,0
2020-10-25,IA,1143,3942,0.2899543378995434,3155070,77.0,64.0,0
2020-10-26,IA,747,2962,0.2521944632005402,3155070,77.0,64.0,0
2020-10-27,IA,857,2697,0.317760474601409,3155070,77.0,64.0,0
2020-10-28,IA,1781,4342,0.4101796407185629,3155070,77.0,64.0,0
2020-10-29,IA,1940,5502,0.35259905488913124,3155070,77.0,64.0,0
2020-10-30,IA,2203,5388,0.4088715664439495,3155070,77.0,64.0,0
2020-10-31,IA,2570,6180,0.4158576051779935,3155070,77.0,64.0,0
2020-11-01,IA,2212,6743,0.3280438973750556,3155070,77.0,64.0,0
2020-06-02,ID,67,1434,0.04672245467224546,1787065,74.9,70.6,0
2020-06-03,ID,27,799,0.03379224030037547,1787065,74.9,70.6,0
2020-06-04,ID,57,855,0.06666666666666668,1787065,74.9,70.6,0
2020-06-05,ID,64,3809,0.01680231031766868,1787065,74.9,70.6,0
2020-06-06,ID,57,1616,0.03527227722772277,1787065,74.9,70.6,0
2020-06-07,ID,28,793,0.03530895334174023,1787065,74.9,70.6,0
2020-06-09,ID,50,1634,0.03059975520195838,1787065,74.9,70.6,0
2020-06-10,ID,31,1370,0.02262773722627737,1787065,74.9,70.6,0
2020-06-11,ID,40,1056,0.03787878787878788,1787065,74.9,70.6,0
2020-06-12,ID,42,1312,0.03201219512195122,1787065,74.9,70.6,0
2020-06-13,ID,51,1214,0.04200988467874794,1787065,74.9,70.6,0
2020-06-14,ID,46,314,0.1464968152866242,1787065,74.9,70.6,0
2020-06-16,ID,63,2664,0.02364864864864865,1787065,74.9,70.6,0
2020-06-17,ID,78,1135,0.06872246696035242,1787065,74.9,70.6,0
2020-06-18,ID,92,1197,0.07685881370091896,1787065,74.9,70.6,0
2020-06-19,ID,111,1518,0.07312252964426877,1787065,74.9,70.6,0
2020-06-20,ID,128,1635,0.0782874617737003,1787065,74.9,70.6,0
2020-06-21,ID,135,1756,0.07687927107061504,1787065,74.9,70.6,0
2020-06-23,ID,248,3183,0.077913917687716,1787065,74.9,70.6,0
2020-06-24,ID,148,1646,0.0899149453219927,1787065,74.9,70.6,0
2020-06-25,ID,243,2684,0.0905365126676602,1787065,74.9,70.6,0
2020-06-26,ID,220,1811,0.12147984538928767,1787065,74.9,70.6,0
2020-06-27,ID,283,1666,0.16986794717887155,1787065,74.9,70.6,0
2020-06-28,ID,171,2279,0.0750329091706889,1787065,74.9,70.6,0
2020-06-30,ID,433,2947,0.14692908042076688,1787065,74.9,70.6,0
2020-07-01,ID,365,1713,0.2130764740221833,1787065,74.9,70.6,0
2020-07-02,ID,253,4061,0.062299926126569816,1787065,74.9,70.6,0
2020-07-03,ID,223,3582,0.06225572305974316,1787065,74.9,70.6,0
2020-07-04,ID,401,2355,0.170276008492569,1787065,74.9,70.6,0
2020-07-05,ID,376,3201,0.11746329272102468,1787065,74.9,70.6,0
2020-07-06,ID,363,2201,0.16492503407542025,1787065,74.9,70.6,0
2020-07-07,ID,319,2049,0.15568570034163007,1787065,74.9,70.6,0
2020-07-08,ID,487,2751,0.17702653580516176,1787065,74.9,70.6,0
2020-07-09,ID,430,3282,0.13101767215112736,1787065,74.9,70.6,0
2020-07-10,ID,459,3432,0.13374125874125875,1787065,74.9,70.6,0
2020-07-11,ID,500,4250,0.1176470588235294,1787065,74.9,70.6,0
2020-07-12,ID,577,2891,0.199584918713248,1787065,74.9,70.6,0
2020-07-13,ID,397,1862,0.21321160042964554,1787065,74.9,70.6,0
2020-07-14,ID,500,3147,0.15888147442008266,1787065,74.9,70.6,0
2020-07-15,ID,316,3602,0.08772903942254304,1787065,74.9,70.6,0
2020-07-16,ID,727,2913,0.249570889117748,1787065,74.9,70.6,0
2020-07-17,ID,688,3426,0.20081727962638649,1787065,74.9,70.6,0
2020-07-18,ID,619,2155,0.28723897911832946,1787065,74.9,70.6,0
2020-07-19,ID,550,3667,0.14998636487592035,1787065,74.9,70.6,0
2020-07-20,ID,571,1691,0.33767001774098165,1787065,74.9,70.6,0
2020-07-21,ID,393,3148,0.12484116899618805,1787065,74.9,70.6,0
2020-07-22,ID,556,2867,0.19393093826299268,1787065,74.9,70.6,0
2020-07-23,ID,500,2816,0.17755681818181818,1787065,74.9,70.6,0
2020-07-24,ID,414,3338,0.12402636309167164,1787065,74.9,70.6,0
2020-07-25,ID,528,3221,0.16392424712822104,1787065,74.9,70.6,0
2020-07-26,ID,563,2748,0.20487627365356625,1787065,74.9,70.6,0
2020-07-27,ID,350,1771,0.1976284584980237,1787065,74.9,70.6,0
2020-07-28,ID,517,2685,0.1925512104283054,1787065,74.9,70.6,0
